CustomerID,CustomerName,Gender,Country,Age
157,Customer_157,Male,Canada,59
158,Customer_158,Female,UK,18
159,Customer_159,Male,Canada,63
160,Customer_160,Female,Canada,53
161,Customer_161,Male,India,29
162,Customer_162,Male,Germany,55
163,Customer_163,Female,UK,28
164,Customer_164,Female,India,29
165,Customer_165,Female,Germany,59
166,Customer_166,Male,India,56
167,Customer_167,Female,India,24
168,Customer_168,Male,Canada,28
169,Customer_169,Male,Germany,53
170,Customer_170,Female,UK,48
171,Customer_171,Female,UK,50
172,Customer_172,Male,Germany,30
173,Customer_173,Male,Canada,35
174,Customer_174,Female,USA,58
175,Customer_175,Female,India,41
176,Customer_176,Female,Canada,26
177,Customer_177,Male,Germany,48
178,Customer_178,Male,India,58
179,Customer_179,Male,UK,27
180,Customer_180,Male,USA,19
181,Customer_181,Male,UK,55
182,Customer_182,Male,Germany,32
183,Customer_183,Female,India,20
184,Customer_184,Male,Germany,60
185,Customer_185,Male,India,48
186,Customer_186,Male,Canada,23
187,Customer_187,Female,USA,20
188,Customer_188,Male,Canada,28
189,Customer_189,Male,Canada,32
190,Customer_190,Female,Germany,62
191,Customer_191,Male,USA,45
192,Customer_192,Male,India,27
193,Customer_193,Male,India,55
194,Customer_194,Male,UK,64
195,Customer_195,Male,India,24
196,Customer_196,Female,Germany,32
197,Customer_197,Female,Canada,35
198,Customer_198,Female,Canada,35
199,Customer_199,Male,Canada,58
200,Customer_200,Male,USA,41
201,Customer_201,Male,India,19
202,Customer_202,Female,Germany,57
203,Customer_203,Male,USA,37
204,Customer_204,Male,UK,51
205,Customer_205,Female,Germany,60
206,Customer_206,Male,Germany,43
207,Customer_207,Female,Germany,24
208,Customer_208,Female,Canada,55
209,Customer_209,Female,Germany,47
210,Customer_210,Male,India,59
211,Customer_211,Male,Germany,22
212,Customer_212,Male,Canada,28
213,Customer_213,Male,Germany,18
214,Customer_214,Male,UK,51
215,Customer_215,Male,UK,18
216,Customer_216,Male,Canada,36
217,Customer_217,Female,India,19
218,Customer_218,Male,India,38
219,Customer_219,Female,USA,37
220,Customer_220,Male,Canada,40
221,Customer_221,Male,Germany,38
222,Customer_222,Male,Canada,41
223,Customer_223,Female,USA,21
224,Customer_224,Female,Canada,29
225,Customer_225,Female,Canada,39
226,Customer_226,Female,USA,37
227,Customer_227,Male,India,35
228,Customer_228,Female,Germany,18
229,Customer_229,Male,USA,47
230,Customer_230,Male,UK,50
231,Customer_231,Female,India,41
232,Customer_232,Female,UK,31
233,Customer_233,Female,India,53
234,Customer_234,Female,Germany,22
235,Customer_235,Female,Germany,28
236,Customer_236,Female,Canada,41
237,Customer_237,Female,UK,48
238,Customer_238,Female,India,30
239,Customer_239,Male,Germany,33
240,Customer_240,Female,USA,41
241,Customer_241,Female,Germany,30
242,Customer_242,Male,USA,41
243,Customer_243,Female,India,43
244,Customer_244,Male,Germany,19
245,Customer_245,Male,Germany,33
246,Customer_246,Female,India,55
247,Customer_247,Male,Germany,63
248,Customer_248,Male,USA,18
249,Customer_249,Male,Germany,28
250,Customer_250,Male,UK,52
251,Customer_251,Female,Canada,60
252,Customer_252,Male,USA,46
253,Customer_253,Female,UK,54
254,Customer_254,Male,India,34
255,Customer_255,Male,USA,56
256,Customer_256,Male,Canada,59
257,Customer_257,Male,Canada,45
258,Customer_258,Female,India,46
259,Customer_259,Female,India,60
260,Customer_260,Male,USA,20
261,Customer_261,Male,Germany,27
262,Customer_262,Female,India,59
263,Customer_263,Male,Germany,31
264,Customer_264,Male,UK,29
265,Customer_265,Male,Canada,64
266,Customer_266,Female,Germany,59
267,Customer_267,Female,Canada,47
268,Customer_268,Female,Germany,49
269,Customer_269,Male,UK,49
270,Customer_270,Male,India,59
271,Customer_271,Female,UK,49
272,Customer_272,Female,India,43
273,Customer_273,Female,India,18
274,Customer_274,Female,Canada,59
275,Customer_275,Male,UK,19
276,Customer_276,Female,Germany,34
277,Customer_277,Male,UK,47
278,Customer_278,Female,Canada,56
279,Customer_279,Male,India,24
280,Customer_280,Female,Canada,44
281,Customer_281,Female,USA,26
282,Customer_282,Female,USA,39
283,Customer_283,Female,Germany,51
284,Customer_284,Male,Canada,63
285,Customer_285,Female,Germany,18
286,Customer_286,Male,Germany,26
287,Customer_287,Male,USA,37
288,Customer_288,Male,Germany,36
289,Customer_289,Male,USA,53
290,Customer_290,Female,India,57
291,Customer_291,Male,Canada,62
292,Customer_292,Male,Germany,21
293,Customer_293,Male,USA,26
294,Customer_294,Female,UK,58
295,Customer_295,Female,Germany,39
296,Customer_296,Female,India,35
297,Customer_297,Female,India,29
298,Customer_298,Male,UK,59
299,Customer_299,Male,USA,60
300,Customer_300,Female,Germany,56
301,Customer_301,Male,USA,26
302,Customer_302,Male,India,23
303,Customer_303,Male,USA,36
304,Customer_304,Female,India,64
305,Customer_305,Female,USA,24
306,Customer_306,Male,UK,33
307,Customer_307,Female,Canada,22
308,Customer_308,Female,UK,33
309,Customer_309,Female,UK,18
310,Customer_310,Female,Canada,54
311,Customer_311,Female,Canada,56
312,Customer_312,Male,Germany,36
313,Customer_313,Female,Germany,54
314,Customer_314,Male,UK,34
315,Customer_315,Male,UK,43
316,Customer_316,Female,India,39
317,Customer_317,Male,India,25
318,Customer_318,Male,Germany,50
319,Customer_319,Male,Germany,19
320,Customer_320,Female,India,47
321,Customer_321,Female,India,64
322,Customer_322,Male,USA,37
323,Customer_323,Female,USA,35
324,Customer_324,Female,India,60
325,Customer_325,Female,USA,27
326,Customer_326,Female,Canada,41
327,Customer_327,Male,Germany,21
328,Customer_328,Male,Germany,54
329,Customer_329,Female,India,21
330,Customer_330,Female,UK,30
331,Customer_331,Male,India,42
332,Customer_332,Male,USA,30
333,Customer_333,Female,UK,35
334,Customer_334,Male,USA,41
335,Customer_335,Female,Canada,19
336,Customer_336,Female,USA,50
337,Customer_337,Male,Canada,36
338,Customer_338,Male,Canada,26
339,Customer_339,Female,USA,45
340,Customer_340,Female,USA,52
341,Customer_341,Male,Canada,56
342,Customer_342,Female,UK,27
343,Customer_343,Male,Canada,18
344,Customer_344,Female,Germany,59
345,Customer_345,Male,Canada,38
346,Customer_346,Male,UK,26
347,Customer_347,Male,Germany,64
348,Customer_348,Female,India,32
349,Customer_349,Female,India,52
350,Customer_350,Male,UK,22
351,Customer_351,Female,Canada,58
352,Customer_352,Male,USA,39
353,Customer_353,Male,UK,58
354,Customer_354,Female,Germany,40
355,Customer_355,Female,Germany,24
356,Customer_356,Male,India,40
357,Customer_357,Female,Germany,61
358,Customer_358,Female,UK,42
359,Customer_359,Male,Germany,44
360,Customer_360,Male,UK,58
361,Customer_361,Female,USA,23
362,Customer_362,Male,India,51
363,Customer_363,Male,Germany,26
364,Customer_364,Female,UK,50
365,Customer_365,Male,Canada,23
366,Customer_366,Male,India,54
367,Customer_367,Female,USA,48
368,Customer_368,Female,UK,51
369,Customer_369,Male,USA,58
370,Customer_370,Male,USA,46
371,Customer_371,Female,Germany,31
372,Customer_372,Female,Germany,53
373,Customer_373,Female,UK,53
374,Customer_374,Female,Canada,32
375,Customer_375,Male,UK,25
376,Customer_376,Female,Canada,43
377,Customer_377,Female,USA,53
378,Customer_378,Male,India,38
379,Customer_379,Female,UK,45
380,Customer_380,Male,UK,21
381,Customer_381,Female,Canada,33
382,Customer_382,Female,USA,39
383,Customer_383,Female,USA,29
384,Customer_384,Male,Canada,33
385,Customer_385,Male,USA,57
386,Customer_386,Female,Germany,55
387,Customer_387,Male,India,59
388,Customer_388,Male,UK,54
389,Customer_389,Male,India,46
390,Customer_390,Male,UK,35
391,Customer_391,Male,Germany,27
392,Customer_392,Male,USA,59
393,Customer_393,Female,Canada,56
394,Customer_394,Female,Germany,35
395,Customer_395,Male,India,18
396,Customer_396,Female,Canada,56
397,Customer_397,Female,USA,38
398,Customer_398,Female,Germany,18
399,Customer_399,Female,Canada,32
400,Customer_400,Male,Germany,21
401,Customer_401,Female,Germany,37
402,Customer_402,Female,USA,27
403,Customer_403,Male,UK,40
404,Customer_404,Male,Canada,58
405,Customer_405,Female,USA,51
406,Customer_406,Female,Germany,63
407,Customer_407,Female,USA,50
408,Customer_408,Female,UK,51
409,Customer_409,Female,Canada,56
410,Customer_410,Female,UK,27
411,Customer_411,Male,India,37
412,Customer_412,Female,Canada,18
413,Customer_413,Female,UK,30
414,Customer_414,Male,Germany,18
415,Customer_415,Male,Canada,22
416,Customer_416,Male,Canada,33
417,Customer_417,Male,USA,32
418,Customer_418,Female,Germany,45
419,Customer_419,Female,India,48
420,Customer_420,Female,UK,40
421,Customer_421,Female,USA,62
422,Customer_422,Female,UK,60
423,Customer_423,Female,India,34
424,Customer_424,Male,India,51
425,Customer_425,Female,Canada,30
426,Customer_426,Male,India,31
427,Customer_427,Male,UK,28
428,Customer_428,Female,Germany,45
429,Customer_429,Male,Germany,59
430,Customer_430,Female,Canada,49
431,Customer_431,Male,UK,52
432,Customer_432,Female,UK,48
433,Customer_433,Male,India,34
434,Customer_434,Female,UK,64
435,Customer_435,Female,USA,26
436,Customer_436,Female,India,27
437,Customer_437,Female,USA,25
438,Customer_438,Female,Canada,38
439,Customer_439,Male,Germany,30
440,Customer_440,Male,Canada,22
441,Customer_441,Male,Germany,23
442,Customer_442,Female,Canada,47
443,Customer_443,Male,UK,48
444,Customer_444,Female,USA,34
445,Customer_445,Female,Germany,28
446,Customer_446,Male,India,37
447,Customer_447,Male,USA,26
448,Customer_448,Female,India,19
449,Customer_449,Male,USA,54
450,Customer_450,Female,USA,18
451,Customer_451,Female,Canada,21
452,Customer_452,Female,Germany,53
453,Customer_453,Female,Germany,42
454,Customer_454,Female,USA,20
455,Customer_455,Male,UK,26
456,Customer_456,Male,UK,39
457,Customer_457,Female,India,40
458,Customer_458,Female,India,29
459,Customer_459,Male,Canada,27
460,Customer_460,Male,USA,51
461,Customer_461,Female,India,60
462,Customer_462,Male,India,27
463,Customer_463,Female,USA,47
464,Customer_464,Male,Canada,39
465,Customer_465,Female,India,23
466,Customer_466,Male,Canada,19
467,Customer_467,Female,Germany,47
468,Customer_468,Male,Canada,19
469,Customer_469,Male,UK,49
470,Customer_470,Female,UK,59
471,Customer_471,Male,Canada,33
472,Customer_472,Female,UK,29
473,Customer_473,Male,Germany,18
474,Customer_474,Female,USA,25
475,Customer_475,Male,UK,30
476,Customer_476,Female,UK,32
477,Customer_477,Male,Canada,61
478,Customer_478,Female,Germany,25
479,Customer_479,Male,USA,27
480,Customer_480,Female,Canada,63
481,Customer_481,Female,Canada,22
482,Customer_482,Female,Germany,36
483,Customer_483,Male,USA,64
484,Customer_484,Female,Germany,55
485,Customer_485,Male,USA,28
486,Customer_486,Female,Germany,60
487,Customer_487,Male,Canada,37
488,Customer_488,Female,Canada,37
489,Customer_489,Male,India,38
490,Customer_490,Male,UK,35
491,Customer_491,Female,Germany,27
492,Customer_492,Male,India,51
493,Customer_493,Male,UK,43
494,Customer_494,Female,Germany,47
495,Customer_495,Male,USA,26
496,Customer_496,Male,UK,63
497,Customer_497,Male,Canada,48
498,Customer_498,Female,India,59
499,Customer_499,Male,UK,21
500,Customer_500,Female,UK,23
501,Customer_501,Male,Canada,31
502,Customer_502,Male,Germany,21
503,Customer_503,Male,USA,43
504,Customer_504,Female,Canada,64
505,Customer_505,Male,USA,56
506,Customer_506,Male,Germany,34
507,Customer_507,Female,UK,36
508,Customer_508,Male,USA,23
509,Customer_509,Female,India,46
510,Customer_510,Female,India,28
511,Customer_511,Male,Canada,33
512,Customer_512,Female,Germany,47
513,Customer_513,Male,Canada,42
514,Customer_514,Female,Canada,57
515,Customer_515,Female,Canada,28
516,Customer_516,Male,India,24
517,Customer_517,Female,India,43
518,Customer_518,Female,Canada,39
519,Customer_519,Female,India,42
520,Customer_520,Female,Germany,36
521,Customer_521,Female,Canada,48
522,Customer_522,Male,India,43
523,Customer_523,Female,USA,59
524,Customer_524,Male,Canada,58
525,Customer_525,Female,Canada,53
526,Customer_526,Male,Germany,40
527,Customer_527,Male,UK,64
528,Customer_528,Female,UK,30
529,Customer_529,Female,Germany,42
530,Customer_530,Female,Germany,19
531,Customer_531,Male,Germany,19
532,Customer_532,Female,UK,33
533,Customer_533,Male,Germany,26
534,Customer_534,Male,India,45
535,Customer_535,Male,Canada,30
536,Customer_536,Female,Canada,52
537,Customer_537,Female,USA,58
538,Customer_538,Male,USA,30
539,Customer_539,Male,Canada,48
540,Customer_540,Female,India,38
541,Customer_541,Male,UK,49
542,Customer_542,Female,UK,51
543,Customer_543,Male,India,25
544,Customer_544,Female,UK,58
545,Customer_545,Male,Germany,19
546,Customer_546,Female,Canada,55
547,Customer_547,Male,Canada,49
548,Customer_548,Female,India,57
549,Customer_549,Female,UK,45
550,Customer_550,Male,USA,54
551,Customer_551,Male,USA,58
552,Customer_552,Female,UK,18
553,Customer_553,Male,USA,58
554,Customer_554,Female,India,27
555,Customer_555,Male,India,21
556,Customer_556,Female,UK,52
557,Customer_557,Female,USA,27
558,Customer_558,Female,India,64
559,Customer_559,Female,India,28
560,Customer_560,Female,Germany,31
561,Customer_561,Female,Germany,55
562,Customer_562,Male,India,29
563,Customer_563,Male,UK,62
564,Customer_564,Male,Canada,34
565,Customer_565,Female,Canada,33
566,Customer_566,Female,India,52
567,Customer_567,Female,India,19
568,Customer_568,Female,India,28
569,Customer_569,Male,UK,58
570,Customer_570,Male,Germany,20
571,Customer_571,Female,India,46
572,Customer_572,Male,India,35
573,Customer_573,Male,USA,37
574,Customer_574,Female,UK,64
575,Customer_575,Male,India,31
576,Customer_576,Female,USA,51
577,Customer_577,Male,Canada,48
578,Customer_578,Female,India,57
579,Customer_579,Female,India,59
580,Customer_580,Female,USA,35
581,Customer_581,Female,UK,47
582,Customer_582,Male,India,42
583,Customer_583,Female,Canada,36
584,Customer_584,Female,India,25
585,Customer_585,Female,Canada,45
586,Customer_586,Male,Germany,25
587,Customer_587,Female,Germany,48
588,Customer_588,Male,Canada,20
589,Customer_589,Female,UK,20
590,Customer_590,Male,India,61
591,Customer_591,Male,India,39
592,Customer_592,Female,Germany,34
593,Customer_593,Male,Canada,53
594,Customer_594,Female,India,34
595,Customer_595,Female,India,31
596,Customer_596,Female,UK,26
597,Customer_597,Male,USA,47
598,Customer_598,Male,Germany,38
599,Customer_599,Female,Germany,29
600,Customer_600,Female,USA,54
601,Customer_601,Male,India,49
602,Customer_602,Female,UK,28
603,Customer_603,Female,UK,37
604,Customer_604,Female,Germany,52
605,Customer_605,Male,UK,64
606,Customer_606,Male,USA,63
607,Customer_607,Male,India,28
608,Customer_608,Female,USA,25
609,Customer_609,Female,Canada,21
610,Customer_610,Female,Germany,44
611,Customer_611,Male,UK,61
612,Customer_612,Female,Canada,57
613,Customer_613,Female,UK,55
614,Customer_614,Female,India,64
615,Customer_615,Female,India,47
616,Customer_616,Male,India,61
617,Customer_617,Male,UK,44
618,Customer_618,Female,Canada,38
619,Customer_619,Male,India,37
620,Customer_620,Male,Canada,21
621,Customer_621,Female,UK,28
622,Customer_622,Female,Canada,30
623,Customer_623,Male,UK,26
624,Customer_624,Female,UK,21
625,Customer_625,Male,Germany,29
626,Customer_626,Female,UK,26
627,Customer_627,Male,UK,30
628,Customer_628,Female,USA,43
629,Customer_629,Male,India,55
630,Customer_630,Male,Germany,59
631,Customer_631,Male,Germany,30
632,Customer_632,Female,Germany,56
633,Customer_633,Male,USA,45
634,Customer_634,Male,UK,36
635,Customer_635,Female,India,41
636,Customer_636,Female,Canada,36
637,Customer_637,Male,UK,30
638,Customer_638,Male,USA,30
639,Customer_639,Female,UK,45
640,Customer_640,Female,UK,19
641,Customer_641,Female,USA,27
642,Customer_642,Female,Germany,39
643,Customer_643,Female,Germany,30
644,Customer_644,Male,India,26
645,Customer_645,Female,India,50
646,Customer_646,Male,Germany,31
647,Customer_647,Male,Canada,37
648,Customer_648,Male,UK,32
649,Customer_649,Female,Canada,49
650,Customer_650,Male,UK,50
651,Customer_651,Male,Germany,34
652,Customer_652,Female,India,41
653,Customer_653,Male,India,47
654,Customer_654,Male,Canada,30
655,Customer_655,Female,India,64
656,Customer_656,Male,Germany,33
657,Customer_657,Male,Canada,19
658,Customer_658,Male,UK,34
659,Customer_659,Female,India,49
660,Customer_660,Female,USA,60
661,Customer_661,Female,India,25
662,Customer_662,Male,UK,20
663,Customer_663,Male,Canada,29
664,Customer_664,Female,UK,37
665,Customer_665,Male,USA,33
666,Customer_666,Male,Germany,31
667,Customer_667,Female,India,33
668,Customer_668,Female,Canada,60
669,Customer_669,Male,Germany,50
670,Customer_670,Male,UK,47
671,Customer_671,Male,Canada,29
672,Customer_672,Female,Germany,32
673,Customer_673,Female,Canada,35
674,Customer_674,Female,USA,45
675,Customer_675,Female,USA,40
676,Customer_676,Male,India,31
677,Customer_677,Female,India,47
678,Customer_678,Female,USA,50
679,Customer_679,Female,Canada,62
680,Customer_680,Female,USA,32
681,Customer_681,Female,India,24
682,Customer_682,Male,USA,32
683,Customer_683,Male,USA,59
684,Customer_684,Female,Canada,63
685,Customer_685,Male,Germany,55
686,Customer_686,Female,India,63
687,Customer_687,Female,Canada,61
688,Customer_688,Male,USA,28
689,Customer_689,Male,USA,46
690,Customer_690,Female,Germany,48
691,Customer_691,Female,India,42
692,Customer_692,Female,India,41
693,Customer_693,Male,UK,36
694,Customer_694,Female,India,19
695,Customer_695,Female,Germany,39
696,Customer_696,Female,UK,37
697,Customer_697,Male,UK,50
698,Customer_698,Female,USA,25
699,Customer_699,Female,USA,42
700,Customer_700,Male,India,63
701,Customer_701,Female,UK,26
702,Customer_702,Female,USA,51
703,Customer_703,Male,Germany,40
704,Customer_704,Female,USA,22
705,Customer_705,Male,USA,42
706,Customer_706,Male,UK,25
707,Customer_707,Female,UK,33
708,Customer_708,Female,Canada,62
709,Customer_709,Female,Germany,32
710,Customer_710,Female,UK,18
711,Customer_711,Male,India,39
712,Customer_712,Female,Germany,20
713,Customer_713,Male,Germany,55
714,Customer_714,Female,UK,31
715,Customer_715,Female,Germany,53
716,Customer_716,Female,UK,35
717,Customer_717,Male,USA,64
718,Customer_718,Female,Canada,58
719,Customer_719,Female,USA,35
720,Customer_720,Female,UK,20
721,Customer_721,Female,UK,27
722,Customer_722,Male,USA,56
723,Customer_723,Female,India,64
724,Customer_724,Male,India,18
725,Customer_725,Male,India,44
726,Customer_726,Male,UK,44
727,Customer_727,Male,Germany,28
728,Customer_728,Male,UK,22
729,Customer_729,Male,Germany,24
730,Customer_730,Female,USA,36
731,Customer_731,Male,Canada,46
732,Customer_732,Male,Germany,32
733,Customer_733,Male,India,52
734,Customer_734,Female,UK,64
735,Customer_735,Female,USA,54
736,Customer_736,Male,India,29
737,Customer_737,Female,USA,47
738,Customer_738,Male,Canada,37
739,Customer_739,Male,UK,54
740,Customer_740,Female,UK,20
741,Customer_741,Male,Canada,26
742,Customer_742,Female,UK,58
743,Customer_743,Female,Germany,56
744,Customer_744,Male,USA,43
745,Customer_745,Male,India,19
746,Customer_746,Female,Canada,40
747,Customer_747,Male,Germany,40
748,Customer_748,Male,India,38
749,Customer_749,Male,India,33
750,Customer_750,Female,Canada,26
751,Customer_751,Female,Germany,30
752,Customer_752,Male,India,45
753,Customer_753,Female,India,44
754,Customer_754,Female,Germany,34
755,Customer_755,Female,UK,55
756,Customer_756,Female,India,53
757,Customer_757,Female,USA,18
758,Customer_758,Male,Germany,35
759,Customer_759,Male,India,26
760,Customer_760,Male,Canada,30
761,Customer_761,Female,USA,57
762,Customer_762,Female,India,62
763,Customer_763,Male,USA,32
764,Customer_764,Female,USA,60
765,Customer_765,Male,UK,61
766,Customer_766,Male,USA,63
767,Customer_767,Male,UK,21
768,Customer_768,Female,Germany,50
769,Customer_769,Female,UK,41
770,Customer_770,Male,Canada,53
771,Customer_771,Male,India,58
772,Customer_772,Male,Germany,27
773,Customer_773,Male,Germany,53
774,Customer_774,Female,Canada,37
775,Customer_775,Female,UK,58
776,Customer_776,Male,India,62
777,Customer_777,Male,UK,61
778,Customer_778,Female,USA,28
779,Customer_779,Female,UK,29
780,Customer_780,Male,Germany,35
781,Customer_781,Male,India,47
782,Customer_782,Male,UK,61
783,Customer_783,Female,India,54
784,Customer_784,Female,India,37
785,Customer_785,Female,USA,42
786,Customer_786,Male,USA,29
787,Customer_787,Male,Germany,38
788,Customer_788,Female,Canada,42
789,Customer_789,Female,India,28
790,Customer_790,Male,Canada,26
791,Customer_791,Female,Germany,42
792,Customer_792,Female,India,52
793,Customer_793,Male,India,49
794,Customer_794,Female,Canada,31
795,Customer_795,Male,UK,18
796,Customer_796,Male,USA,34
797,Customer_797,Male,UK,42
798,Customer_798,Male,Canada,25
799,Customer_799,Male,USA,22
800,Customer_800,Male,UK,22
801,Customer_801,Male,USA,58
802,Customer_802,Female,India,52
803,Customer_803,Male,UK,36
804,Customer_804,Male,USA,40
805,Customer_805,Female,USA,26
806,Customer_806,Female,USA,47
807,Customer_807,Female,UK,33
808,Customer_808,Male,Germany,50
809,Customer_809,Female,UK,19
810,Customer_810,Male,Canada,31
811,Customer_811,Male,UK,63
812,Customer_812,Male,USA,18
813,Customer_813,Male,India,43
814,Customer_814,Female,UK,42
815,Customer_815,Female,UK,33
816,Customer_816,Male,USA,32
817,Customer_817,Male,India,43
818,Customer_818,Male,India,64
819,Customer_819,Female,Canada,61
820,Customer_820,Male,UK,33
821,Customer_821,Male,India,31
822,Customer_822,Female,India,46
823,Customer_823,Female,Germany,41
824,Customer_824,Male,Germany,64
825,Customer_825,Female,India,32
826,Customer_826,Female,Canada,36
827,Customer_827,Male,India,25
828,Customer_828,Female,USA,51
829,Customer_829,Male,UK,19
830,Customer_830,Female,Canada,44
831,Customer_831,Male,USA,27
832,Customer_832,Male,Canada,52
833,Customer_833,Male,USA,40
834,Customer_834,Female,UK,25
835,Customer_835,Male,UK,45
836,Customer_836,Female,Germany,40
837,Customer_837,Male,USA,21
838,Customer_838,Male,Germany,31
839,Customer_839,Female,USA,59
840,Customer_840,Male,Germany,46
841,Customer_841,Male,UK,18
842,Customer_842,Female,Canada,21
843,Customer_843,Male,Germany,49
844,Customer_844,Male,USA,50
845,Customer_845,Male,USA,43
846,Customer_846,Male,UK,34
847,Customer_847,Female,USA,56
848,Customer_848,Female,India,40
849,Customer_849,Male,Canada,49
850,Customer_850,Female,Germany,32
851,Customer_851,Male,Canada,30
852,Customer_852,Female,UK,19
853,Customer_853,Male,Germany,36
854,Customer_854,Male,Germany,41
855,Customer_855,Male,India,62
856,Customer_856,Male,UK,41
857,Customer_857,Male,USA,28
858,Customer_858,Male,India,39
859,Customer_859,Female,India,32
860,Customer_860,Male,Canada,27
861,Customer_861,Female,Canada,58
862,Customer_862,Male,Canada,44
863,Customer_863,Female,India,26
