OrderID,CustomerID,ProductID,OrderDate,Quantity,Price,Sales
251,1197,517,2022-07-19,1,22,22
252,3412,944,2022-09-21,3,146,438
253,797,417,2022-05-14,4,71,284
254,3893,544,2024-01-16,1,118,118
255,151,181,2024-05-30,2,337,674
256,3250,618,2022-06-20,1,92,92
257,112,237,2023-05-14,4,89,356
258,683,512,2024-04-02,4,256,1024
259,1162,533,2023-04-06,2,88,176
260,2380,962,2023-02-15,4,242,968
261,4989,996,2024-03-02,5,48,240
262,161,957,2024-05-09,2,55,110
263,1426,438,2023-08-02,3,259,777
264,3662,225,2022-01-06,1,213,213
265,278,203,2023-08-01,3,198,594
266,3392,41,2022-05-24,2,335,670
267,1557,855,2023-03-17,5,254,1270
268,4593,934,2022-03-03,2,393,786
269,1916,673,2024-01-15,5,417,2085
270,4751,744,2023-12-26,4,488,1952
271,3108,136,2023-03-25,2,232,464
272,303,484,2022-05-26,3,101,303
273,4534,804,2022-09-08,1,121,121
274,2774,33,2022-04-23,2,186,372
275,4282,29,2023-08-15,1,370,370
276,3246,351,2023-02-26,2,477,954
277,4769,57,2023-10-20,2,280,560
278,1001,990,2024-02-21,2,86,172
279,3835,328,2023-05-12,4,437,1748
280,4007,445,2023-10-28,3,429,1287
281,4779,858,2023-08-05,4,187,748
282,1719,471,2024-02-18,3,258,774
283,3831,370,2022-01-02,1,307,307
284,3182,951,2022-10-08,4,47,188
285,2883,692,2024-02-01,1,403,403
286,999,371,2023-03-27,2,318,636
287,285,939,2022-09-07,4,492,1968
288,421,638,2023-03-21,4,193,772
289,2161,636,2023-11-11,2,216,432
290,3066,922,2022-01-09,5,100,500
291,2276,372,2023-02-18,1,375,375
292,1495,490,2023-05-05,3,168,504
293,3885,253,2023-02-09,3,492,1476
294,4624,486,2024-05-03,3,499,1497
295,2544,871,2022-10-28,4,78,312
296,4127,258,2022-05-20,3,102,306
297,4258,439,2023-07-08,3,388,1164
298,1842,602,2022-05-04,2,287,574
299,4801,18,2023-11-24,1,446,446
300,722,219,2023-11-01,4,284,1136
301,1402,512,2022-10-29,2,256,512
302,446,178,2023-08-05,2,222,444
303,2792,209,2022-12-13,4,270,1080
304,4523,813,2024-01-08,2,243,486
305,3768,527,2022-03-01,5,460,2300
306,2552,235,2023-09-25,4,87,348
307,1968,135,2023-07-21,1,492,492
308,3889,209,2022-11-06,4,270,1080
309,4817,211,2024-04-26,2,422,844
310,2732,667,2022-09-12,2,188,376
311,2630,552,2022-02-28,1,351,351
312,1965,273,2023-07-02,1,150,150
313,1058,160,2022-02-27,5,47,235
314,4832,144,2024-04-04,4,13,52
315,758,703,2022-04-17,3,322,966
316,1796,508,2023-08-28,2,344,688
317,1644,734,2023-01-26,3,268,804
318,4850,334,2024-03-30,2,39,78
319,24,502,2022-11-03,1,157,157
320,1240,444,2023-08-28,3,451,1353
321,4151,754,2023-06-10,2,122,244
322,3098,873,2023-12-15,4,207,828
323,1305,850,2023-02-12,4,394,1576
324,2543,86,2022-09-15,4,338,1352
325,3713,180,2023-12-12,2,445,890
326,3956,80,2022-04-30,4,68,272
327,4530,817,2023-01-08,5,276,1380
328,4304,561,2022-10-18,5,61,305
329,4229,976,2024-01-02,1,78,78
330,1306,154,2023-11-11,3,34,102
331,4465,179,2023-11-21,2,24,48
332,3175,299,2022-06-03,4,125,500
333,3629,326,2022-12-18,4,261,1044
334,782,755,2022-05-23,1,39,39
335,567,839,2022-12-29,2,67,134
336,4623,9,2023-12-28,2,211,422
337,4133,428,2022-05-18,4,256,1024
338,4274,192,2024-01-27,2,413,826
339,639,90,2023-05-23,4,177,708
340,3701,2,2022-10-10,5,377,1885
341,4168,420,2022-08-29,4,297,1188
342,2400,3,2023-02-14,1,178,178
343,2671,950,2022-05-26,1,262,262
344,1173,405,2023-03-25,4,375,1500
345,1721,492,2024-03-10,2,344,688
346,105,707,2024-01-11,3,118,354
347,1683,265,2022-12-17,5,492,2460
348,4317,780,2023-09-10,3,462,1386
349,1850,968,2023-08-12,5,392,1960
350,863,243,2024-01-22,5,144,720
351,3446,677,2023-07-25,2,40,80
352,2566,725,2022-11-15,5,85,425
353,299,933,2024-05-10,1,488,488
354,2909,360,2022-07-06,1,16,16
355,4138,195,2023-01-22,5,144,720
356,771,499,2024-02-04,4,155,620
357,2540,568,2024-04-15,3,50,150
358,1463,617,2022-11-15,2,437,874
359,3855,213,2024-02-17,5,270,1350
360,3119,831,2022-01-14,5,355,1775
361,2133,154,2024-01-27,5,34,170
362,1710,728,2022-06-28,1,399,399
363,991,46,2023-09-05,1,258,258
364,711,181,2022-03-24,3,337,1011
365,4305,572,2022-04-23,2,330,660
366,39,756,2022-04-04,5,137,685
367,1276,226,2022-08-19,1,482,482
368,4858,32,2023-03-28,1,438,438
369,1437,347,2023-05-10,4,236,944
370,2994,446,2024-04-09,5,335,1675
371,1470,175,2023-01-11,5,272,1360
372,2100,829,2022-04-10,2,496,992
373,374,606,2024-01-22,4,251,1004
374,4252,900,2022-11-14,5,268,1340
375,4026,130,2023-11-03,1,430,430
376,1114,663,2023-08-26,3,119,357
377,2727,823,2024-03-01,2,343,686
378,2399,297,2023-04-12,5,480,2400
379,3235,252,2023-06-30,5,53,265
380,1266,452,2023-12-16,1,259,259
381,3124,421,2022-10-06,3,195,585
382,654,651,2023-05-09,1,250,250
383,4159,932,2024-03-22,1,366,366
384,509,484,2023-03-11,3,101,303
385,2340,783,2022-04-16,1,422,422
386,3163,357,2023-11-11,1,137,137
387,1688,835,2022-07-03,1,220,220
388,1389,624,2023-05-12,3,413,1239
389,2198,158,2024-06-05,1,310,310
390,3912,569,2022-07-19,3,386,1158
391,2929,702,2023-01-28,5,437,2185
392,4800,983,2023-01-11,5,448,2240
393,516,545,2022-01-14,1,291,291
394,3659,833,2024-01-21,4,161,644
395,1834,1,2024-01-22,5,368,1840
396,30,643,2024-04-05,3,382,1146
397,3215,9,2024-01-28,5,211,1055
398,326,509,2022-03-04,5,496,2480
399,3767,544,2022-08-20,1,118,118
400,4112,589,2024-03-12,3,490,1470
401,111,813,2023-03-25,4,243,972
402,107,95,2023-11-03,3,330,990
403,2427,697,2023-10-10,5,149,745
404,4379,277,2023-06-19,5,107,535
405,4365,535,2023-02-20,1,106,106
406,2532,973,2024-03-16,4,425,1700
407,3145,922,2023-01-15,2,100,200
408,4694,985,2022-08-23,4,344,1376
409,799,117,2024-01-09,3,252,756
410,2438,456,2024-05-27,1,193,193
411,2012,360,2023-06-18,2,16,32
412,426,30,2024-05-18,2,113,226
413,3045,883,2022-08-01,3,405,1215
414,3289,325,2023-11-23,1,208,208
415,2915,920,2022-06-06,2,425,850
416,1240,74,2023-10-15,1,418,418
417,3392,979,2023-01-08,3,17,51
418,4214,832,2022-08-17,3,17,51
419,3998,419,2023-02-25,1,489,489
420,3007,918,2023-11-13,3,160,480
421,3040,807,2023-03-05,3,280,840
422,599,823,2022-05-06,2,343,686
423,2088,742,2022-02-11,1,267,267
424,1185,263,2022-04-14,3,157,471
425,2751,446,2022-06-11,4,335,1340
426,2585,551,2023-01-09,4,407,1628
427,4760,404,2022-08-31,3,51,153
428,3514,104,2022-03-15,5,415,2075
429,4746,440,2023-10-29,4,317,1268
430,4055,864,2022-03-21,2,470,940
431,4384,706,2022-12-28,2,489,978
432,3937,143,2023-11-13,2,491,982
433,1700,714,2024-03-04,3,316,948
434,4508,917,2022-11-04,3,294,882
435,2576,207,2023-10-29,4,468,1872
436,136,546,2023-12-09,2,181,362
437,2026,803,2022-11-13,2,60,120
438,3536,883,2023-02-22,5,405,2025
439,4855,261,2022-04-15,3,303,909
440,2891,824,2023-04-04,4,412,1648
441,2758,83,2022-01-03,4,415,1660
442,3774,263,2023-05-02,3,157,471
443,381,821,2023-10-27,2,210,420
444,1529,750,2023-10-27,1,259,259
445,4902,172,2024-05-19,4,407,1628
446,4572,698,2023-12-06,3,450,1350
447,3629,362,2022-09-13,2,350,700
448,849,42,2023-04-05,2,163,326
449,4993,740,2024-06-08,2,157,314
450,4128,274,2022-08-21,5,455,2275
451,1928,774,2022-10-20,2,56,112
452,2166,500,2023-01-13,5,162,810
453,4287,132,2022-09-26,3,448,1344
454,2122,453,2023-08-17,2,487,974
455,4719,910,2023-10-17,3,64,192
456,2919,425,2023-05-10,4,37,148
457,4682,943,2022-05-14,2,142,284
458,473,609,2022-10-22,5,158,790
459,1788,53,2023-10-15,4,108,432
460,114,789,2023-08-11,3,352,1056
461,1337,397,2024-06-08,1,340,340
462,339,194,2022-03-15,3,272,816
463,2286,399,2022-05-03,4,357,1428
464,1197,464,2022-06-03,4,270,1080
465,79,355,2023-02-15,4,433,1732
466,4560,173,2023-06-18,2,274,548
467,2653,340,2023-09-01,3,186,558
468,4658,193,2023-09-11,3,89,267
469,4381,430,2022-03-21,5,31,155
470,4319,387,2023-12-06,3,340,1020
471,2641,657,2023-07-09,5,311,1555
472,1257,657,2022-08-21,1,311,311
473,828,468,2022-08-26,2,274,548
474,2719,788,2023-11-14,3,185,555
475,4924,772,2022-03-06,1,308,308
476,2811,331,2024-02-18,3,25,75
477,3386,527,2023-09-30,5,460,2300
478,1966,825,2024-01-15,1,424,424
479,2428,429,2024-05-03,3,346,1038
480,2842,795,2022-04-03,1,211,211
481,614,216,2022-02-03,1,361,361
482,563,276,2023-08-02,2,167,334
483,4827,108,2022-08-11,2,169,338
484,4353,256,2024-01-31,1,141,141
485,185,79,2024-04-05,3,93,279
486,2193,390,2024-02-18,1,455,455
487,4066,530,2023-07-16,3,139,417
488,246,342,2023-09-14,5,44,220
489,4087,305,2024-05-18,4,117,468
490,2235,725,2022-07-19,3,85,255
491,866,920,2024-02-17,2,425,850
492,2088,209,2024-05-19,3,270,810
493,601,11,2023-04-08,4,253,1012
494,3034,146,2023-06-04,1,316,316
495,2057,35,2023-03-24,5,389,1945
496,2132,567,2023-11-01,5,304,1520
497,533,351,2022-06-13,4,477,1908
498,2043,540,2022-01-30,5,72,360
499,358,856,2022-04-05,3,212,636
500,378,676,2022-12-27,1,322,322
501,2220,109,2023-02-07,3,249,747
502,4489,24,2023-07-15,4,282,1128
503,4798,673,2022-08-14,2,417,834
504,3308,499,2023-08-12,5,155,775
505,2597,990,2022-04-23,4,86,344
506,784,372,2022-09-07,1,375,375
507,2380,165,2023-03-21,2,414,828
508,3604,397,2023-04-07,1,340,340
509,983,272,2023-06-26,3,75,225
510,3943,624,2022-03-12,2,413,826
511,2591,427,2022-09-07,5,479,2395
512,1043,73,2022-07-13,2,212,424
513,2539,50,2022-10-18,3,302,906
514,862,623,2023-04-26,5,24,120
515,1877,525,2023-03-11,3,122,366
516,1836,71,2023-07-12,3,18,54
517,4209,931,2022-07-09,5,248,1240
518,3527,492,2024-02-03,5,344,1720
519,1686,474,2023-03-22,3,233,699
520,3402,201,2022-02-01,3,296,888
521,1623,803,2023-02-05,5,60,300
522,4958,24,2023-05-14,3,282,846
523,2658,993,2023-10-30,1,447,447
524,1933,469,2023-08-20,1,280,280
525,508,437,2024-02-07,1,131,131
526,4562,214,2024-03-29,1,122,122
527,3479,295,2022-01-19,3,178,534
528,2657,147,2022-12-19,3,461,1383
529,1122,940,2022-07-04,2,271,542
530,290,382,2023-05-27,2,315,630
531,2830,686,2024-04-22,2,339,678
532,2210,429,2022-08-13,2,346,692
533,4813,416,2023-10-09,3,84,252
534,1401,5,2023-01-27,2,258,516
535,567,844,2023-11-01,3,455,1365
536,1474,872,2022-09-20,1,40,40
537,1988,390,2024-01-21,3,455,1365
538,3788,850,2023-07-24,2,394,788
539,3866,7,2024-01-22,3,479,1437
540,3261,723,2023-08-21,3,82,246
541,3548,783,2022-01-27,5,422,2110
542,3252,490,2023-07-06,2,168,336
543,1717,329,2022-08-22,4,151,604
544,1013,276,2022-12-22,4,167,668
545,1311,240,2022-04-19,3,27,81
546,4571,827,2023-02-24,5,493,2465
547,618,980,2022-01-19,3,378,1134
548,4737,4,2022-05-05,2,158,316
549,4258,714,2022-04-01,1,316,316
550,1983,106,2023-03-16,3,446,1338
551,2229,40,2023-08-05,4,386,1544
552,4821,577,2022-12-02,3,362,1086
553,469,547,2023-06-20,2,21,42
554,4117,984,2024-02-05,2,423,846
555,4356,556,2022-06-01,4,245,980
556,1140,263,2022-06-07,4,157,628
557,1437,662,2023-11-10,5,481,2405
558,537,279,2023-11-16,5,444,2220
559,952,577,2023-09-03,1,362,362
560,2814,344,2024-01-27,4,115,460
561,3007,788,2022-08-30,5,185,925
562,3995,544,2022-06-26,4,118,472
563,1841,479,2022-06-12,3,92,276
564,851,865,2022-05-28,5,270,1350
565,1972,164,2022-10-19,4,136,544
566,1192,402,2023-01-05,4,206,824
567,3921,485,2023-10-21,3,346,1038
568,4629,353,2023-11-11,4,204,816
569,2063,673,2022-04-19,5,417,2085
570,3047,837,2022-12-11,5,441,2205
571,4400,82,2023-01-05,1,467,467
572,3559,265,2022-01-22,1,492,492
573,4512,42,2022-07-12,5,163,815
574,305,991,2024-02-06,1,87,87
575,4909,199,2024-01-09,1,312,312
576,2848,383,2022-05-31,3,428,1284
577,2436,207,2023-10-26,2,468,936
578,2805,110,2022-10-22,1,20,20
579,1985,644,2022-03-28,2,497,994
580,3937,430,2022-02-07,1,31,31
581,713,743,2023-10-01,2,227,454
582,2896,72,2022-06-24,4,468,1872
583,1682,408,2023-01-26,2,203,406
584,1334,840,2022-04-13,2,95,190
585,3199,636,2023-03-04,4,216,864
586,175,709,2023-12-14,4,385,1540
587,3206,279,2022-08-09,1,444,444
588,1417,107,2022-06-18,1,79,79
589,1988,439,2023-09-11,2,388,776
590,4854,866,2023-03-02,5,295,1475
591,1773,655,2023-08-09,2,262,524
592,4267,51,2023-04-08,5,296,1480
593,1075,123,2023-07-14,4,317,1268
594,4761,562,2023-01-13,2,328,656
595,592,431,2023-08-07,1,436,436
596,2979,851,2023-05-04,3,485,1455
597,3983,793,2023-02-10,1,460,460
598,2411,551,2022-07-10,3,407,1221
599,848,324,2023-03-17,5,19,95
600,494,942,2024-04-29,1,71,71
601,546,840,2022-07-03,2,95,190
602,5000,989,2023-02-22,3,164,492
603,2287,375,2023-06-19,4,96,384
604,2698,874,2022-01-28,2,100,200
605,3838,781,2022-06-18,1,404,404
606,1541,678,2022-01-10,4,15,60
607,884,548,2024-03-30,4,415,1660
608,3957,421,2022-04-17,4,195,780
609,3095,938,2022-11-08,4,137,548
610,2366,376,2022-05-18,2,379,758
611,3348,109,2024-01-25,5,249,1245
612,3072,755,2023-03-25,4,39,156
613,3676,491,2023-05-19,5,340,1700
614,4716,636,2022-01-29,5,216,1080
615,953,223,2023-03-06,1,321,321
616,3301,19,2022-02-10,2,390,780
617,3736,549,2023-12-10,4,342,1368
618,3180,217,2024-03-22,3,45,135
619,2964,613,2022-01-29,1,122,122
620,4028,705,2023-09-20,2,409,818
621,3248,597,2022-02-19,2,80,160
622,4416,233,2023-05-12,5,438,2190
623,3358,551,2022-01-20,1,407,407
624,4972,410,2023-12-04,2,342,684
625,4849,554,2022-01-08,1,181,181
626,2705,512,2023-12-30,2,256,512
627,1038,190,2023-12-06,5,231,1155
628,71,821,2022-04-10,4,210,840
629,2875,963,2022-10-27,4,254,1016
630,106,306,2024-02-23,2,352,704
631,770,873,2022-03-10,2,207,414
632,2010,453,2023-03-10,1,487,487
633,2941,107,2022-04-25,5,79,395
634,2193,669,2023-01-16,1,77,77
635,3496,225,2023-10-15,1,213,213
636,4312,386,2023-12-06,3,244,732
637,4356,530,2024-04-19,3,139,417
638,934,60,2023-01-20,4,281,1124
639,575,372,2023-06-16,5,375,1875
640,3931,142,2023-09-07,5,115,575
641,4381,118,2024-06-01,4,117,468
642,4088,680,2023-10-27,5,216,1080
643,2532,192,2022-10-12,3,413,1239
644,2420,286,2023-12-08,3,250,750
645,70,541,2023-05-16,3,74,222
646,4475,669,2022-09-10,1,77,77
647,1303,19,2022-10-01,2,390,780
648,3815,602,2023-01-08,4,287,1148
649,2350,622,2023-04-11,1,279,279
650,255,570,2024-05-05,5,373,1865
651,1708,116,2023-03-17,2,21,42
652,4788,40,2023-08-05,5,386,1930
653,834,265,2022-04-02,4,492,1968
654,2765,121,2023-07-28,2,332,664
655,2472,622,2023-07-18,3,279,837
656,3743,364,2023-08-13,3,229,687
657,2036,205,2022-06-03,2,23,46
658,1968,486,2023-12-12,3,499,1497
659,100,671,2024-02-01,3,409,1227
660,1853,846,2022-09-24,3,313,939
661,3184,95,2023-06-17,4,330,1320
662,2356,399,2022-07-16,2,357,714
663,112,546,2022-06-08,2,181,362
664,3159,754,2023-07-11,1,122,122
665,183,830,2022-04-19,5,255,1275
666,3853,330,2022-07-11,5,280,1400
667,165,825,2024-03-05,1,424,424
668,2138,661,2024-01-07,5,316,1580
669,2024,615,2023-11-05,3,286,858
670,455,310,2023-07-16,2,454,908
671,2286,217,2023-09-04,1,45,45
672,4823,677,2022-08-26,4,40,160
673,542,168,2023-01-18,3,302,906
674,2666,532,2023-12-10,4,202,808
675,2450,109,2023-02-14,3,249,747
676,4938,199,2022-02-17,1,312,312
677,3934,402,2023-03-12,2,206,412
678,2887,745,2024-06-13,4,99,396
679,4615,172,2022-12-06,2,407,814
680,4293,184,2022-03-19,3,138,414
681,3905,730,2022-05-13,2,351,702
682,1689,17,2023-01-31,2,291,582
683,1638,554,2023-06-09,2,181,362
684,4729,967,2022-08-28,2,336,672
685,4671,156,2022-12-13,2,178,356
686,4083,21,2023-04-20,5,28,140
687,1891,421,2023-06-12,2,195,390
688,3206,151,2023-03-11,4,89,356
689,478,111,2024-04-15,5,147,735
690,2367,816,2023-02-01,4,360,1440
691,2527,315,2024-01-19,3,151,453
692,367,640,2023-08-11,4,480,1920
693,1837,880,2023-10-21,5,25,125
